binary_name,project,algorithm_label,architecture,optimization_level,compiler,compiler_version,build_type,build_system,binary_type,crypto_library,aes_constant,aes_constant_count,aes_symbol,arithmetic_count,basic_block_count_estimate,binary_size,blowfish_constant_count,branch_count,call_count,call_graph_fanout_estimate,cfg_edge_count_estimate,chacha20_constant_count,chacha_symbol,compiler_hints,cyclomatic_complexity_estimate,des_symbol,ecc_curve_p_256,ecc_curve_p_384,ecc_curve_p_521,ecc_curve_secp256k1,ecc_symbol,entropy,entry_point,executable_section_ratio,export_count,function_count,import_count,import_libraries,instruction_count,instruction_entropy,jump_count,known_crypto_library,logical_count,md5_constant,md5_constant_count,memory_count,opcode_bigram_entropy,opcode_bigram_unique_ratio,opcode_trigram_entropy,opcode_trigram_unique_ratio,optimization_hints,readonly_section_ratio,return_count,rsa_exponent_present,rsa_symbol,section_count,segment_count,sha1_constant,sha1_constant_count,sha224_constant_count,sha256_constant_count,sha384_constant_count,sha512_constant_count,sha_constant,sha_symbol,string_count,symbol_count,unique_opcode_ratio,writable_section_ratio
ltc_ecc_import_point__gcc_O0_debug.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,4.0,60.0,23592,0,59.0,19.0,3.166667,59.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.244831,0,,1,6,0,,245.0,2.705415,40.0,False,5.0,False,0,141.0,4.088402,0.172131,4.96003,0.292181,likely_debug_or_unoptimized,,1.0,False,False,22,0,False,0,0,0,0,0,False,False,299,6,0.077551,
ecc_ansi_x963_export__gcc_O2_debug.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,0.0,2.0,5648,0,1.0,0.0,0.0,1.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.520713,0,,1,3,0,,6.0,1.792481,1.0,False,1.0,False,0,3.0,1.921928,0.8,2.0,1.0,likely_debug_or_unoptimized,,0.0,False,False,23,0,False,0,0,0,0,0,False,False,61,3,0.666667,
ecc_verify_hash_internal__gcc_O0_debug.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,17.0,110.0,28096,0,109.0,41.0,4.1,109.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.452761,0,,1,10,0,,515.0,2.628634,68.0,False,8.0,False,0,319.0,4.186374,0.124514,5.227551,0.224172,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,330,10,0.048544,
ecc_get_key__gcc_O2_debug.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,4.0,18.0,26032,0,17.0,6.0,0.6,17.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.155958,0,,1,10,0,,71.0,3.686488,11.0,False,2.0,False,0,36.0,5.314718,0.657143,5.883745,0.898551,likely_debug_or_unoptimized,,1.0,False,False,25,0,False,0,0,0,0,0,False,False,339,10,0.267606,
ltc_ecc_export_point__clang_O0_debug.o,libtomcrypt,ECC,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,18.0,35.0,6928,0,34.0,13.0,2.6,34.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.272302,0,,1,5,0,,173.0,2.731126,21.0,False,7.0,False,0,99.0,4.517128,0.238372,5.581226,0.397661,likely_debug_or_unoptimized,,1.0,False,False,21,0,False,0,0,0,0,0,False,False,68,5,0.104046,
ecc_set_curve__clang_O3_release.o,libtomcrypt,ECC,x86_64,O3,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,6.0,45.0,3488,0,44.0,15.0,0.75,44.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.088678,0,,2,20,0,,191.0,3.212761,29.0,False,2.0,False,0,115.0,4.592481,0.236842,5.390234,0.391534,likely_release_or_stripped,,2.0,False,False,11,0,False,0,0,0,0,0,False,False,53,20,0.094241,
ecc_sign_hash__gcc_O3_release.o,libtomcrypt,ECC,x86_64,O3,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,0.0,4.0,1904,0,3.0,0.0,0.0,3.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,2.416839,0,,1,7,0,,12.0,3.188722,3.0,False,0.0,False,0,4.0,3.459432,1.0,3.321928,1.0,likely_release_or_stripped,,1.0,False,False,15,0,False,0,0,0,0,0,False,False,19,7,0.833333,
ecc_recover_key__gcc_O2_release.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,14.0,174.0,7672,0,173.0,73.0,3.318182,173.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,4.358194,0,,1,22,0,,678.0,3.120833,100.0,False,23.0,False,0,369.0,5.089798,0.155096,6.282365,0.300296,likely_release_or_stripped,,1.0,False,False,15,0,False,0,0,0,0,0,False,False,98,22,0.039823,
ecc_verify_hash_rfc5656__clang_O0_release.o,libtomcrypt,ECC,x86_64,O0,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,2.0,27.0,2608,0,26.0,9.0,0.692308,26.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,3.779711,0,,1,13,0,,110.0,2.595456,17.0,False,4.0,False,0,69.0,4.203672,0.275229,5.27477,0.509259,likely_release_or_stripped,,1.0,False,False,11,0,False,0,0,0,0,0,False,False,26,13,0.118182,
ecc_verify_hash_rfc5656__gcc_O1_debug.o,libtomcrypt,ECC,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,5.0,22.0,12136,0,21.0,10.0,0.714286,21.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,4.160003,0,,1,14,0,,109.0,3.040851,11.0,False,1.0,False,0,72.0,4.587116,0.361111,5.481871,0.570093,likely_debug_or_unoptimized,,1.0,False,False,25,0,False,0,0,0,0,0,False,False,148,14,0.137615,
ecc_import_pkcs8__gcc_O2_debug.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,6.0,73.0,37824,0,72.0,27.0,1.173913,72.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.322,0,,2,23,0,,312.0,3.055921,45.0,False,6.0,False,0,180.0,4.825618,0.18328,5.981399,0.33871,likely_debug_or_unoptimized,,2.0,False,False,26,0,False,0,0,0,0,0,False,False,470,23,0.051282,
ecc_sign_hash__clang_O3_release.o,libtomcrypt,ECC,x86_64,O3,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,0.0,3.0,1616,0,2.0,0.0,0.0,2.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,2.480156,0,,1,7,0,,7.0,2.521641,2.0,False,0.0,False,0,3.0,2.584963,1.0,2.321928,1.0,likely_release_or_stripped,,1.0,False,False,12,0,False,0,0,0,0,0,False,False,16,7,0.857143,
ecc_sign_hash_eth27__clang_O0_debug.o,libtomcrypt,ECC,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,11.0,37.0,20312,0,36.0,13.0,0.866667,36.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.251972,0,,1,15,0,,143.0,2.699756,23.0,False,4.0,False,0,81.0,4.282803,0.253521,5.20198,0.390071,likely_debug_or_unoptimized,,1.0,False,False,22,0,False,0,0,0,0,0,False,False,271,15,0.097902,
ecc_find_curve__clang_O2_release.o,libtomcrypt,ECC,x86_64,O2,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,13.0,42.0,8488,0,41.0,7.0,0.583333,41.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.25339,0,,2,12,0,,185.0,4.050416,34.0,False,8.0,False,0,78.0,5.905344,0.461957,6.665706,0.672131,likely_release_or_stripped,,2.0,False,False,13,0,False,0,0,0,0,0,False,False,124,12,0.135135,
ecc_get_oid_str__gcc_O0_release.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,1.0,4.0,1784,0,3.0,2.0,0.5,3.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,2.909768,0,,1,4,0,,25.0,2.449432,1.0,False,0.0,False,0,18.0,3.459148,0.583333,4.110093,0.826087,likely_release_or_stripped,,1.0,False,False,14,0,False,0,0,0,0,0,False,False,18,4,0.4,
ecc_verify_hash_rfc5656__clang_O2_debug.o,libtomcrypt,ECC,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,4.0,18.0,10864,0,17.0,9.0,0.692308,17.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,4.2793,0,,1,13,0,,97.0,3.071126,8.0,False,4.0,False,0,63.0,4.568057,0.375,5.474539,0.610526,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,134,13,0.134021,
ltc_ecc_import_point__clang_O1_debug.o,libtomcrypt,ECC,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,5.0,44.0,8248,0,43.0,18.0,3.6,43.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.351792,0,,1,5,0,,168.0,3.080706,25.0,False,10.0,False,0,87.0,4.684035,0.311377,5.53199,0.481928,likely_debug_or_unoptimized,,1.0,False,False,22,0,False,0,0,0,0,0,False,False,81,5,0.119048,
ecc_sign_hash_x962__clang_O2_debug.o,libtomcrypt,ECC,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,2.0,11.0,21720,0,10.0,6.0,0.6,10.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.278441,0,,1,10,0,,70.0,2.982788,4.0,False,6.0,False,0,47.0,4.205662,0.42029,4.880026,0.602941,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,308,10,0.2,
ecc_rfc6979_key__clang_O2_release.o,libtomcrypt,ECC,x86_64,O2,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,21.0,67.0,4568,0,66.0,33.0,1.65,66.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.558129,0,,1,20,0,,358.0,3.201582,33.0,False,16.0,False,0,221.0,5.19331,0.215686,6.532412,0.412921,likely_release_or_stripped,,1.0,False,False,11,0,False,0,0,0,0,0,False,False,81,20,0.069832,
ltc_ecc_fp_mulmod__clang_O2_debug.o,libtomcrypt,ECC,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,,,688,0,,,,,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),,False,False,False,False,False,False,2.121059,0,,0,1,0,,,,,False,,False,0,,,,,,likely_release_or_stripped,,,False,False,7,0,False,0,0,0,0,0,False,False,8,1,,
ecc_export_openssl__clang_O1_release.o,libtomcrypt,ECC,x86_64,O1,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,2.0,40.0,3920,0,39.0,15.0,1.153846,39.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.33929,0,,1,13,0,,277.0,2.67698,24.0,False,6.0,False,0,209.0,4.286848,0.181159,5.393619,0.294545,likely_release_or_stripped,,1.0,False,False,11,0,False,0,0,0,0,0,False,False,50,13,0.075812,
ecc_sign_hash__clang_O2_release.o,libtomcrypt,ECC,x86_64,O2,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,0.0,3.0,1616,0,2.0,0.0,0.0,2.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,2.480156,0,,1,7,0,,7.0,2.521641,2.0,False,0.0,False,0,3.0,2.584963,1.0,2.321928,1.0,likely_release_or_stripped,,1.0,False,False,12,0,False,0,0,0,0,0,False,False,16,7,0.857143,
ecc_sign_hash_internal__clang_O0_debug.o,libtomcrypt,ECC,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,9.0,127.0,23816,0,126.0,34.0,2.0,126.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.492337,0,,1,17,0,,438.0,2.807664,92.0,False,20.0,False,0,233.0,4.621453,0.160183,5.786697,0.288991,likely_debug_or_unoptimized,,1.0,False,False,22,0,False,0,0,0,0,0,False,False,283,17,0.061644,
ecc_ssh_ecdsa_encode_name__gcc_O0_debug.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,3.0,29.0,9504,0,28.0,12.0,1.714286,28.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,4.186096,0,,1,7,0,,165.0,2.290793,16.0,False,1.0,False,0,121.0,3.689347,0.213415,4.718761,0.337423,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,113,7,0.115152,
ltc_ecc_is_point__gcc_O3_release.o,libtomcrypt,ECC,x86_64,O3,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,5.0,33.0,2368,0,32.0,16.0,2.666667,32.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.453026,0,,1,6,0,,134.0,2.990564,16.0,False,7.0,False,0,72.0,4.350746,0.300752,4.981175,0.416667,likely_release_or_stripped,,1.0,False,False,13,0,False,0,0,0,0,0,False,False,19,6,0.141791,
ecc_free__clang_O3_release.o,libtomcrypt,ECC,x86_64,O3,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,3.0,4.0,1616,0,3.0,2.0,0.333333,3.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.269993,0,,1,6,0,,34.0,2.731791,1.0,False,1.0,False,0,25.0,3.523764,0.545455,4.02309,0.6875,likely_release_or_stripped,,1.0,False,False,11,0,False,0,0,0,0,0,False,False,20,6,0.294118,
ecc_export__gcc_O0_release.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,5.0,16.0,2384,0,15.0,6.0,1.2,15.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.458936,0,,1,5,0,,120.0,2.636936,9.0,False,1.0,False,0,90.0,3.972262,0.268908,4.88434,0.432203,likely_release_or_stripped,,1.0,False,False,14,0,False,0,0,0,0,0,False,False,21,5,0.125,
ecc_verify_hash_rfc5656__gcc_O2_release.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,5.0,22.0,3000,0,21.0,10.0,0.714286,21.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,3.781152,0,,1,14,0,,114.0,3.207527,11.0,False,6.0,False,0,70.0,4.862907,0.389381,5.713574,0.598214,likely_release_or_stripped,,1.0,False,False,15,0,False,0,0,0,0,0,False,False,45,14,0.140351,
ecc_import_openssl__clang_O0_release.o,libtomcrypt,ECC,x86_64,O0,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,410.0,81.0,10200,0,80.0,19.0,1.117647,80.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.713812,0,,3,17,0,,1402.0,2.479462,61.0,False,3.0,False,0,887.0,3.467344,0.02641,4.125618,0.05,likely_release_or_stripped,,4.0,False,False,10,0,False,0,0,0,0,0,False,False,26,17,0.011412,
ecc_sign_hash_rfc7518__gcc_O0_release.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,8.0,26.0,2848,0,25.0,13.0,1.444444,25.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.602358,0,,1,9,0,,143.0,2.333166,12.0,False,1.0,False,0,98.0,3.794683,0.239437,4.74961,0.368794,likely_release_or_stripped,,1.0,False,False,14,0,False,0,0,0,0,0,False,False,25,9,0.111888,
ecc_sign_hash_x962__gcc_O2_debug.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,5.0,14.0,23432,0,13.0,7.0,0.636364,13.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.189093,0,,1,11,0,,85.0,3.123221,6.0,False,6.0,False,0,54.0,4.678839,0.440476,5.499485,0.674699,likely_debug_or_unoptimized,,1.0,False,False,25,0,False,0,0,0,0,0,False,False,313,11,0.176471,
ecc_get_key__gcc_O0_debug.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,4.0,25.0,24120,0,24.0,7.0,1.166667,24.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.177559,0,,1,6,0,,120.0,2.5144,17.0,False,3.0,False,0,76.0,4.0968,0.268908,5.038316,0.423729,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,324,6,0.141667,
ltc_ecc_mulmod_timing__clang_O0_debug.o,libtomcrypt,ECC,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,9.0,130.0,11768,0,129.0,43.0,2.866667,129.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.540789,0,,1,15,0,,450.0,2.484778,86.0,False,8.0,False,0,258.0,4.087319,0.109131,5.235935,0.21875,likely_debug_or_unoptimized,,1.0,False,False,22,0,False,0,0,0,0,0,False,False,93,15,0.042222,
ecc_encrypt_key__clang_O1_debug.o,libtomcrypt,ECC,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,5.0,46.0,24944,0,45.0,23.0,1.15,45.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.370833,0,,1,20,0,,184.0,3.136271,22.0,False,6.0,False,0,106.0,4.720728,0.284153,5.818604,0.472527,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,328,20,0.125,
ecc_import__gcc_O0_debug.o,libtomcrypt,ECC,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,8.0,37.0,26408,0,36.0,13.0,1.181818,36.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.250791,0,,2,11,0,,207.0,2.855588,23.0,False,1.0,False,0,141.0,4.340658,0.213592,5.308448,0.356098,likely_debug_or_unoptimized,,2.0,False,False,23,0,False,0,0,0,0,0,False,False,353,11,0.082126,
ltc_ecc_verify_key__clang_O0_debug.o,libtomcrypt,ECC,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,4.0,38.0,7648,0,37.0,12.0,1.5,37.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.132765,0,,1,8,0,,136.0,2.570986,25.0,False,7.0,False,0,72.0,4.063385,0.237037,4.920788,0.38806,likely_debug_or_unoptimized,,1.0,False,False,21,0,False,0,0,0,0,0,False,False,83,8,0.102941,
ecc_set_curve_internal__gcc_O3_debug.o,libtomcrypt,ECC,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,10.0,95.0,36224,0,94.0,46.0,2.090909,94.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.249093,0,,2,22,0,,381.0,3.100448,48.0,False,4.0,False,0,217.0,4.821944,0.160526,5.776491,0.292876,likely_debug_or_unoptimized,,3.0,False,False,25,0,False,0,0,0,0,0,False,False,372,22,0.044619,
ltc_ecc_mulmod_timing__clang_O3_debug.o,libtomcrypt,ECC,x86_64,O3,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,8.0,95.0,14352,0,94.0,45.0,3.0,94.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.614655,0,,1,15,0,,343.0,2.789236,49.0,False,11.0,False,0,188.0,4.470563,0.178363,5.681711,0.31085,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,143,15,0.061224,
ltc_ecc_fp_mulmod__gcc_O2_release.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,,,944,0,,,,,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,,False,False,False,False,False,False,2.062387,0,,0,1,0,,,,,False,,False,0,,,,,,likely_release_or_stripped,,,False,False,10,0,False,0,0,0,0,0,False,False,11,1,,
ecc_set_curve__gcc_O2_release.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,libtomcrypt,False,0,False,6.0,54.0,4000,0,53.0,23.0,1.095238,53.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.661807,0,,2,21,0,,182.0,3.449567,30.0,False,2.0,False,0,86.0,4.908204,0.265193,5.622317,0.416667,likely_release_or_stripped,,2.0,False,False,15,0,False,0,0,0,0,0,False,False,54,21,0.093407,
ecc_sign_hash_internal__gcc_O1_debug.o,libtomcrypt,ECC,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,10.0,99.0,33168,0,98.0,35.0,1.944444,98.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.329769,0,,1,18,0,,319.0,3.065078,63.0,False,7.0,False,0,165.0,4.777311,0.220126,5.867865,0.381703,likely_debug_or_unoptimized,,1.0,False,False,25,0,False,0,0,0,0,0,False,False,368,18,0.07837,
ecc_get_size__gcc_O2_debug.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,0.0,2.0,4544,0,1.0,0.0,0.0,1.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.402518,0,,1,2,0,,8.0,2.5,1.0,False,0.0,False,0,2.0,2.521641,0.857143,2.584963,1.0,likely_debug_or_unoptimized,,2.0,True,False,21,0,False,0,0,0,0,0,False,False,51,2,0.75,
ecc_verify_hash_rfc7518__clang_O3_debug.o,libtomcrypt,ECC,x86_64,O3,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,4.0,17.0,9672,0,16.0,9.0,0.818182,16.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.188616,0,,1,11,0,,88.0,2.928912,7.0,False,4.0,False,0,56.0,4.226584,0.310345,5.039539,0.476744,likely_debug_or_unoptimized,,1.0,False,False,23,0,False,0,0,0,0,0,False,False,105,11,0.147727,
ecc_verify_hash_eth27__gcc_O3_debug.o,libtomcrypt,ECC,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,3.0,21.0,26464,0,20.0,10.0,0.714286,20.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.181996,0,,1,14,0,,97.0,3.118768,10.0,False,4.0,False,0,59.0,4.545005,0.364583,5.340445,0.547368,likely_debug_or_unoptimized,,1.0,False,False,25,0,False,0,0,0,0,0,False,False,342,14,0.164948,
ltc_ecc_mulmod_timing__clang_O1_release.o,libtomcrypt,ECC,x86_64,O1,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,10.0,89.0,4328,0,88.0,41.0,2.733333,88.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.32507,0,,1,15,0,,345.0,2.811538,47.0,False,13.0,False,0,192.0,4.548046,0.197674,5.715073,0.335277,likely_release_or_stripped,,1.0,False,False,11,0,False,0,0,0,0,0,False,False,68,15,0.06087,
ecc_get_oid_str__clang_O1_debug.o,libtomcrypt,ECC,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,1.0,4.0,5696,0,3.0,1.0,0.166667,3.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.569627,0,,1,6,0,,14.0,2.556657,2.0,False,0.0,False,0,9.0,3.334679,0.846154,3.584963,1.0,likely_debug_or_unoptimized,,0.0,False,False,23,0,False,0,0,0,0,0,False,False,55,6,0.571429,
ecc_export_openssl__gcc_O2_debug.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,3.0,41.0,40560,0,40.0,16.0,1.066667,40.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.29792,0,,1,15,0,,301.0,2.391537,24.0,False,6.0,False,0,227.0,3.803905,0.203333,4.72799,0.327759,likely_debug_or_unoptimized,,1.0,False,False,27,0,False,0,0,0,0,0,False,False,486,15,0.069767,
ecc_sign_hash_eth27__gcc_O2_debug.o,libtomcrypt,ECC,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,libtomcrypt,False,0,False,6.0,28.0,28256,0,27.0,14.0,0.875,27.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.230667,0,,1,16,0,,124.0,3.171393,13.0,False,5.0,False,0,72.0,4.659949,0.317073,5.492425,0.483607,likely_debug_or_unoptimized,,1.0,False,False,25,0,False,0,0,0,0,0,False,False,357,16,0.137097,
ecc_set_curve_internal__clang_O2_release.o,libtomcrypt,ECC,x86_64,O2,clang,clang (cached build),release,direct_compile,object,libtomcrypt,False,0,False,12.0,92.0,5032,0,91.0,44.0,2.2,91.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.474926,0,,2,20,0,,409.0,2.938912,47.0,False,6.0,False,0,253.0,4.358758,0.127451,5.337031,0.226044,likely_release_or_stripped,,3.0,False,False,11,0,False,0,0,0,0,0,False,False,68,20,0.041565,
